Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Perolehan,,Perolehan scenario,2019-02-14 09:17:08,2019-02-14 09:17:11,2.253s,FAILED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/001 Penyedia Rekod Baru,,,2019-02-14 09:17:09,2019-02-14 09:17:10,1.073s,FAILED
"click(findTestObject(""Perolehan/Penyedia_RekodBaru/button_REKODBARU""))",,Click on Rekod Baru to create new record,2019-02-14 09:17:09,2019-02-14 09:17:10,0.277s,FAILED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/002 Senarai Semak,,,2019-02-14 09:17:10,2019-02-14 09:17:10,0.250s,FAILED
"click(findTestObject(""Perolehan/Senarai Semak/button_Senarai Semak""))",,Click on button Senarai Semak,2019-02-14 09:17:10,2019-02-14 09:17:10,0.000s,FAILED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/003 Sah Simpan,,,2019-02-14 09:17:10,2019-02-14 09:17:10,0.187s,FAILED
"click(findTestObject(""Perolehan/Sah_Simpan/button_Sah Simpan""))",,Click on button Sah Simpan,2019-02-14 09:17:10,2019-02-14 09:17:10,0.016s,FAILED
,,,,,,
Test Cases/Perolehan/003 Pengesahan Pesanan Tempatan/Pengesahan,,,2019-02-14 09:17:10,2019-02-14 09:17:10,0.219s,FAILED
reusablefunctions.reusablefunctions.PerananPengesahBN(),,Change Peranan to Pengesah BN,2019-02-14 09:17:10,2019-02-14 09:17:10,0.016s,FAILED
,,,,,,
Test Cases/Perolehan/004 Pelulus Pesanan Tempatan/Pelulus,,,2019-02-14 09:17:10,2019-02-14 09:17:10,0.203s,FAILED
reusablefunctions.reusablefunctions.PerananPelulusPTJ(),,Change role to Pelulus BN,2019-02-14 09:17:10,2019-02-14 09:17:10,0.000s,FAILED
